2025-11-28 21:28:56,014 - INFO - API call #1 - Fetching weather for Orlando at (28.5383, -81.3792)
2025-11-29 00:37:44,398 - INFO - API call #12 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2025-11-29 00:37:45,929 - INFO - API call #13 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2025-11-29 00:37:47,322 - INFO - API call #14 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2025-11-29 00:37:48,698 - INFO - API call #15 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2025-11-29 00:37:50,086 - INFO - API call #16 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2025-11-29 00:37:51,542 - INFO - API call #17 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2025-11-29 00:37:53,104 - INFO - API call #18 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2025-11-29 00:37:54,717 - INFO - API call #19 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2025-11-29 00:37:56,355 - INFO - API call #20 - Fetching weather for Phoenix, AZ at (33.4484, -112.0740)
2025-11-29 00:37:57,993 - INFO - API call #21 - Fetching weather for San Francisco, CA at (37.7749, -122.4194)
2025-11-29 00:37:59,632 - INFO - API call #22 - Fetching weather for Stockholm, Sweden at (59.3293, 18.0686)
2025-11-29 00:38:01,028 - INFO - API call #23 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2025-11-29 00:38:02,460 - INFO - API call #24 - Fetching weather for London, UK at (51.5074, -0.1278)
2025-11-29 00:38:03,856 - INFO - API call #25 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2025-11-29 00:38:05,261 - INFO - API call #26 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2025-11-29 00:38:06,902 - INFO - API call #27 - Fetching weather for Singapore at (1.3521, 103.8198)
2025-11-29 00:38:08,543 - INFO - API call #28 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2025-11-29 00:38:10,076 - INFO - API call #29 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2025-11-29 00:38:11,615 - INFO - API call #30 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2025-11-29 00:38:13,254 - INFO - API call #31 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2025-11-29 00:38:14,810 - INFO - API call #32 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2025-11-29 00:38:16,207 - INFO - API call #33 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2025-11-29 00:38:17,642 - INFO - API call #34 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2025-11-29 00:38:19,191 - INFO - API call #35 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2025-11-29 00:38:20,644 - INFO - API call #36 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2025-11-29 00:38:22,045 - INFO - API call #37 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2025-11-29 00:38:23,594 - INFO - API call #38 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2025-11-29 00:38:25,044 - INFO - API call #39 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2025-11-29 00:38:26,438 - INFO - API call #40 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2025-11-29 00:59:20,936 - INFO - API call #1 - Fetching weather for Orlando at (28.5383, -81.3792)
2025-11-29 00:59:23,504 - INFO - API call #2 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2025-11-29 00:59:25,211 - INFO - API call #3 - Fetching weather for London, UK at (51.5074, -0.1278)
2025-11-29 00:59:27,052 - INFO - API call #4 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2025-11-29 00:59:29,021 - INFO - API call #5 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2025-11-29 00:59:30,819 - INFO - API call #6 - Fetching weather for Singapore at (1.3521, 103.8198)
2025-11-29 00:59:32,357 - INFO - API call #7 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2025-11-29 00:59:33,852 - INFO - API call #8 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2025-11-29 00:59:35,414 - INFO - API call #9 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2025-11-29 00:59:37,057 - INFO - API call #10 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2025-11-29 00:59:38,502 - INFO - API call #11 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2025-11-29 00:59:39,899 - INFO - API call #12 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2025-11-29 00:59:41,443 - INFO - API call #13 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2025-11-29 00:59:42,944 - INFO - API call #14 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2025-11-29 00:59:44,427 - INFO - API call #15 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2025-11-29 00:59:45,860 - INFO - API call #16 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2025-11-29 00:59:47,345 - INFO - API call #17 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2025-11-29 00:59:48,831 - INFO - API call #18 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2025-11-29 00:59:50,282 - INFO - API call #19 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2025-11-29 00:59:51,756 - INFO - API call #20 - Fetching weather for Phoenix, AZ at (33.4484, -112.0740)
2025-11-29 00:59:53,427 - INFO - API call #21 - Fetching weather for San Francisco, CA at (37.7749, -122.4194)
2025-11-29 00:59:54,869 - INFO - API call #22 - Fetching weather for Stockholm, Sweden at (59.3293, 18.0686)
2025-11-29 00:59:56,405 - INFO - API call #23 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2025-11-29 00:59:57,963 - INFO - API call #24 - Fetching weather for London, UK at (51.5074, -0.1278)
2025-11-29 00:59:59,545 - INFO - API call #25 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2025-11-29 01:00:04,432 - INFO - API call #26 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2025-11-29 01:00:07,156 - INFO - API call #27 - Fetching weather for Singapore at (1.3521, 103.8198)
2025-11-29 01:00:10,229 - INFO - API call #28 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2025-11-29 01:00:12,260 - INFO - API call #29 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2025-11-29 01:00:14,365 - INFO - API call #30 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2025-11-29 01:00:16,228 - INFO - API call #31 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2025-11-29 01:00:18,011 - INFO - API call #32 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2025-11-29 01:00:19,753 - INFO - API call #33 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2025-11-29 01:00:21,595 - INFO - API call #34 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2025-11-29 01:00:23,235 - INFO - API call #35 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2025-11-29 01:00:24,871 - INFO - API call #36 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2025-11-29 01:00:26,510 - INFO - API call #37 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2025-11-29 01:00:28,161 - INFO - API call #38 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2025-11-29 01:00:29,889 - INFO - API call #39 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2025-11-29 01:00:31,436 - INFO - API call #40 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2025-11-29 09:53:26,006 - INFO - API call #1 - Fetching weather for Orlando at (28.5383, -81.3792)
2025-11-29 09:53:27,847 - INFO - API call #2 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2025-11-29 09:53:29,375 - INFO - API call #3 - Fetching weather for London, UK at (51.5074, -0.1278)
2025-11-29 09:53:31,016 - INFO - API call #4 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2025-11-29 09:53:32,857 - INFO - API call #5 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2025-11-29 09:53:34,296 - INFO - API call #6 - Fetching weather for Singapore at (1.3521, 103.8198)
2025-11-29 09:53:36,031 - INFO - API call #7 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2025-11-29 09:53:37,483 - INFO - API call #8 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2025-11-29 09:53:38,999 - INFO - API call #9 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2025-11-29 09:53:40,439 - INFO - API call #10 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2025-11-29 09:53:41,909 - INFO - API call #11 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2025-11-29 09:53:43,509 - INFO - API call #12 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2025-11-29 09:53:45,045 - INFO - API call #13 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2025-11-29 09:53:46,543 - INFO - API call #14 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2025-11-29 09:53:47,990 - INFO - API call #15 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2025-11-29 09:53:49,538 - INFO - API call #16 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2025-11-29 09:53:50,974 - INFO - API call #17 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2025-11-29 09:53:52,419 - INFO - API call #18 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2025-11-29 09:53:53,837 - INFO - API call #19 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2025-11-29 09:53:55,266 - INFO - API call #20 - Fetching weather for Phoenix, AZ at (33.4484, -112.0740)
2025-11-29 09:53:56,726 - INFO - API call #21 - Fetching weather for San Francisco, CA at (37.7749, -122.4194)
2025-11-29 09:53:58,176 - INFO - API call #22 - Fetching weather for Stockholm, Sweden at (59.3293, 18.0686)
2025-11-29 09:53:59,576 - INFO - API call #23 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2025-11-29 09:54:00,963 - INFO - API call #24 - Fetching weather for London, UK at (51.5074, -0.1278)
2025-11-29 09:54:02,347 - INFO - API call #25 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2025-11-29 09:54:03,815 - INFO - API call #26 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2025-11-29 09:54:05,233 - INFO - API call #27 - Fetching weather for Singapore at (1.3521, 103.8198)
2025-11-29 09:54:06,658 - INFO - API call #28 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2025-11-29 09:54:08,187 - INFO - API call #29 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2025-11-29 09:54:09,672 - INFO - API call #30 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2025-11-29 09:54:11,189 - INFO - API call #31 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2025-11-29 09:54:12,606 - INFO - API call #32 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2025-11-29 09:54:14,130 - INFO - API call #33 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2025-11-29 09:54:15,541 - INFO - API call #34 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2025-11-29 09:54:17,088 - INFO - API call #35 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2025-11-29 09:54:18,822 - INFO - API call #36 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2025-11-29 09:54:20,366 - INFO - API call #37 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2025-11-29 09:54:21,784 - INFO - API call #38 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2025-11-29 09:54:23,224 - INFO - API call #39 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2025-11-29 09:54:24,620 - INFO - API call #40 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2025-11-29 09:55:30,092 - INFO - API call #1 - Fetching weather for Orlando at (28.5383, -81.3792)
2025-11-29 09:55:31,560 - INFO - API call #2 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2025-11-29 09:55:33,006 - INFO - API call #3 - Fetching weather for London, UK at (51.5074, -0.1278)
2025-11-29 09:55:34,416 - INFO - API call #4 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2025-11-29 09:55:36,060 - INFO - API call #5 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2025-11-29 09:55:37,669 - INFO - API call #6 - Fetching weather for Singapore at (1.3521, 103.8198)
2025-11-29 09:55:39,149 - INFO - API call #7 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2025-11-29 09:55:40,555 - INFO - API call #8 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2025-11-29 09:55:41,954 - INFO - API call #9 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2025-11-29 09:55:43,521 - INFO - API call #10 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2025-11-29 09:55:44,976 - INFO - API call #11 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2025-11-29 09:55:46,367 - INFO - API call #12 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2025-11-29 09:55:47,924 - INFO - API call #13 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2025-11-29 09:55:49,462 - INFO - API call #14 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2025-11-29 09:55:50,941 - INFO - API call #15 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2025-11-29 09:55:52,382 - INFO - API call #16 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2025-11-29 09:55:53,931 - INFO - API call #17 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2025-11-29 09:55:55,445 - INFO - API call #18 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2025-11-29 09:55:56,875 - INFO - API call #19 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2025-11-29 09:55:58,329 - INFO - API call #20 - Fetching weather for Phoenix, AZ at (33.4484, -112.0740)
2025-11-29 09:55:59,728 - INFO - API call #21 - Fetching weather for San Francisco, CA at (37.7749, -122.4194)
2025-11-29 09:56:01,134 - INFO - API call #22 - Fetching weather for Stockholm, Sweden at (59.3293, 18.0686)
2025-11-29 09:56:02,585 - INFO - API call #23 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2025-11-29 09:56:04,017 - INFO - API call #24 - Fetching weather for London, UK at (51.5074, -0.1278)
2025-11-29 09:56:05,537 - INFO - API call #25 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2025-11-29 09:56:06,968 - INFO - API call #26 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2025-11-29 09:56:08,506 - INFO - API call #27 - Fetching weather for Singapore at (1.3521, 103.8198)
2025-11-29 09:56:09,948 - INFO - API call #28 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2025-11-29 09:56:11,378 - INFO - API call #29 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2025-11-29 09:56:12,910 - INFO - API call #30 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2025-11-29 09:56:14,343 - INFO - API call #31 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2025-11-29 09:56:15,782 - INFO - API call #32 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2025-11-29 09:56:17,223 - INFO - API call #33 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2025-11-29 09:56:18,849 - INFO - API call #34 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2025-11-29 09:56:20,400 - INFO - API call #35 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2025-11-29 09:56:21,802 - INFO - API call #36 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2025-11-29 09:56:23,230 - INFO - API call #37 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2025-11-29 09:56:24,890 - INFO - API call #38 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2025-11-29 09:56:26,366 - INFO - API call #39 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2025-11-29 09:56:27,805 - INFO - API call #40 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2025-11-29 10:29:51,747 - INFO - API call #1 - Fetching weather for Orlando at (28.5383, -81.3792)
2025-11-29 10:29:53,452 - INFO - API call #2 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2025-11-29 10:29:54,987 - INFO - API call #3 - Fetching weather for London, UK at (51.5074, -0.1278)
2025-11-29 10:29:56,431 - INFO - API call #4 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2025-11-29 10:29:57,814 - INFO - API call #5 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2025-11-29 10:30:01,852 - INFO - API call #6 - Fetching weather for Singapore at (1.3521, 103.8198)
2025-11-29 10:30:04,134 - INFO - API call #7 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2025-11-29 10:30:06,592 - INFO - API call #8 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2025-11-29 10:30:08,435 - INFO - API call #9 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2025-11-29 10:30:10,078 - INFO - API call #10 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2025-11-29 10:30:11,650 - INFO - API call #11 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2025-11-29 10:30:13,266 - INFO - API call #12 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2025-11-29 10:30:15,092 - INFO - API call #13 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2025-11-29 10:30:16,833 - INFO - API call #14 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2025-11-29 10:30:18,278 - INFO - API call #15 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2025-11-29 10:30:19,800 - INFO - API call #16 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2025-11-29 10:30:21,542 - INFO - API call #17 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2025-11-29 10:30:23,177 - INFO - API call #18 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2025-11-29 10:30:25,129 - INFO - API call #19 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2025-11-29 10:30:26,869 - INFO - API call #20 - Fetching weather for Phoenix, AZ at (33.4484, -112.0740)
2025-11-29 10:30:28,511 - INFO - API call #21 - Fetching weather for San Francisco, CA at (37.7749, -122.4194)
2025-11-29 10:30:30,044 - INFO - API call #22 - Fetching weather for Stockholm, Sweden at (59.3293, 18.0686)
2025-11-29 10:30:31,775 - INFO - API call #23 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2025-11-29 10:30:33,321 - INFO - API call #24 - Fetching weather for London, UK at (51.5074, -0.1278)
2025-11-29 10:30:34,958 - INFO - API call #25 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2025-11-29 10:30:36,626 - INFO - API call #26 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2025-11-29 10:30:38,321 - INFO - API call #27 - Fetching weather for Singapore at (1.3521, 103.8198)
2025-11-29 10:30:39,872 - INFO - API call #28 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2025-11-29 10:30:41,512 - INFO - API call #29 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2025-11-29 10:30:43,149 - INFO - API call #30 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2025-11-29 10:30:44,575 - INFO - API call #31 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2025-11-29 10:30:46,124 - INFO - API call #32 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2025-11-29 10:30:47,671 - INFO - API call #33 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2025-11-29 10:30:49,190 - INFO - API call #34 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2025-11-29 10:30:50,730 - INFO - API call #35 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2025-11-29 10:30:52,364 - INFO - API call #36 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2025-11-29 10:30:53,842 - INFO - API call #37 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2025-11-29 10:30:55,361 - INFO - API call #38 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2025-11-29 10:30:56,974 - INFO - API call #39 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2025-11-29 10:30:58,413 - INFO - API call #40 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2025-11-29 10:36:53,147 - INFO - API call #1 - Fetching weather for Orlando at (28.5383, -81.3792)
2025-11-29 10:36:54,985 - INFO - API call #2 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2025-11-29 10:36:56,604 - INFO - API call #3 - Fetching weather for London, UK at (51.5074, -0.1278)
2025-11-29 10:36:58,606 - INFO - API call #4 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2025-11-29 10:37:00,494 - INFO - API call #5 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2025-11-29 10:37:02,044 - INFO - API call #6 - Fetching weather for Singapore at (1.3521, 103.8198)
2025-11-29 10:37:03,538 - INFO - API call #7 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2025-11-29 10:37:05,109 - INFO - API call #8 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2025-11-29 10:37:06,743 - INFO - API call #9 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2025-11-29 10:37:08,369 - INFO - API call #10 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2025-11-29 10:37:10,019 - INFO - API call #11 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2025-11-29 10:37:11,765 - INFO - API call #12 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2025-11-29 10:37:13,315 - INFO - API call #13 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2025-11-29 10:37:14,816 - INFO - API call #14 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2025-11-29 10:37:16,571 - INFO - API call #15 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2025-11-29 10:37:18,213 - INFO - API call #16 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2025-11-29 10:37:19,950 - INFO - API call #17 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2025-11-29 10:37:22,104 - INFO - API call #18 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2025-11-29 10:37:23,572 - INFO - API call #19 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2025-11-29 10:37:25,383 - INFO - API call #20 - Fetching weather for Phoenix, AZ at (33.4484, -112.0740)
2025-11-29 10:37:26,894 - INFO - API call #21 - Fetching weather for San Francisco, CA at (37.7749, -122.4194)
2025-11-29 10:37:28,357 - INFO - API call #22 - Fetching weather for Stockholm, Sweden at (59.3293, 18.0686)
2025-11-29 10:37:29,887 - INFO - API call #23 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2025-11-29 10:37:31,383 - INFO - API call #24 - Fetching weather for London, UK at (51.5074, -0.1278)
2025-11-29 10:37:32,814 - INFO - API call #25 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2025-11-29 10:37:34,277 - INFO - API call #26 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2025-11-29 10:37:35,760 - INFO - API call #27 - Fetching weather for Singapore at (1.3521, 103.8198)
2025-11-29 10:37:37,223 - INFO - API call #28 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2025-11-29 10:37:38,740 - INFO - API call #29 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2025-11-29 10:37:40,432 - INFO - API call #30 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2025-11-29 10:37:41,894 - INFO - API call #31 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2025-11-29 10:37:43,302 - INFO - API call #32 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2025-11-29 10:37:44,837 - INFO - API call #33 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2025-11-29 10:37:46,289 - INFO - API call #34 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2025-11-29 10:37:47,686 - INFO - API call #35 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2025-11-29 10:37:49,244 - INFO - API call #36 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2025-11-29 10:37:50,742 - INFO - API call #37 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2025-11-29 10:37:52,154 - INFO - API call #38 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2025-11-29 10:37:53,642 - INFO - API call #39 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2025-11-29 10:37:55,276 - INFO - API call #40 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2025-11-29 11:12:48,907 - INFO - API call #1 - Fetching weather for Orlando at (28.5383, -81.3792)
2025-11-29 11:12:50,587 - INFO - API call #2 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2025-11-29 11:12:52,019 - INFO - API call #3 - Fetching weather for London, UK at (51.5074, -0.1278)
2025-11-29 11:12:53,585 - INFO - API call #4 - Fetching weather for Frankfurt, Germany at (50.1109, 8.6821)
2025-11-29 11:12:55,035 - INFO - API call #5 - Fetching weather for Amsterdam, Netherlands at (52.3676, 4.9041)
2025-11-29 11:12:56,547 - INFO - API call #6 - Fetching weather for Singapore at (1.3521, 103.8198)
2025-11-29 11:12:57,981 - INFO - API call #7 - Fetching weather for Tokyo, Japan at (35.6762, 139.6503)
2025-11-29 11:12:59,722 - INFO - API call #8 - Fetching weather for Sydney, Australia at (-33.8688, 151.2093)
2025-11-29 11:13:01,270 - INFO - API call #9 - Fetching weather for Mumbai, India at (19.0760, 72.8777)
2025-11-29 11:13:02,803 - INFO - API call #10 - Fetching weather for São Paulo, Brazil at (-23.5505, -46.6333)
2025-11-29 11:13:04,357 - INFO - API call #11 - Fetching weather for Toronto, Canada at (43.6532, -79.3832)
2025-11-29 11:13:05,858 - INFO - API call #12 - Fetching weather for Seattle, WA at (47.6062, -122.3321)
2025-11-29 11:13:07,401 - INFO - API call #13 - Fetching weather for Dallas, TX at (32.7767, -96.7970)
2025-11-29 11:13:08,938 - INFO - API call #14 - Fetching weather for Chicago, IL at (41.8781, -87.6298)
2025-11-29 11:13:10,579 - INFO - API call #15 - Fetching weather for Miami, FL at (25.7617, -80.1918)
2025-11-29 11:13:12,087 - INFO - API call #16 - Fetching weather for Denver, CO at (39.7392, -104.9903)
2025-11-29 11:13:13,566 - INFO - API call #17 - Fetching weather for Helsinki, Finland at (60.1699, 24.9384)
2025-11-29 11:13:15,288 - INFO - API call #18 - Fetching weather for Oslo, Norway at (59.9139, 10.7522)
2025-11-29 11:13:16,910 - INFO - API call #19 - Fetching weather for Reykjavik, Iceland at (64.1466, -21.9426)
2025-11-29 11:13:18,333 - INFO - API call #20 - Fetching weather for Phoenix, AZ at (33.4484, -112.0740)
2025-11-29 11:13:19,997 - INFO - API call #21 - Fetching weather for San Francisco, CA at (37.7749, -122.4194)
2025-11-29 11:13:21,844 - INFO - API call #22 - Fetching weather for Stockholm, Sweden at (59.3293, 18.0686)
2025-11-29 11:13:23,391 - INFO - API call #23 - Fetching weather for Dublin, Ireland at (53.3498, -6.2603)
2025-11-29 11:13:24,799 - INFO - API call #24 - Fetching weather for London, UK at (51.5074, -0.1278)
